HID	Gene.Symbol	Taxonomy	Gene.ID
10604	NA	6239	172803
10604	NA	7227	34388
10604	NA	7955	336844
10604	NA	9606	56926
10604	NA	10090	103425
10604	NA	10116	314648
10605	NA	7955	325540
10605	NA	9606	56928
10605	NA	10090	73218
10605	NA	10116	362828
10606	NA	6239	177335
10606	NA	7227	41816
10606	NA	7955	378965
10606	NA	9544	696022
10606	NA	9606	56929
10606	NA	10090	240263
10606	NA	10116	302288
10608	NA	9544	695968
10608	NA	9606	56937
10608	NA	10090	65112
10608	NA	10116	311676
10609	NA	7955	58099
10609	NA	9544	709547
10609	NA	9606	56938
10609	NA	10090	272322
10609	NA	10116	362464
10612	NA	7955	436700
10612	NA	9544	699048
10612	NA	9606	56943
10612	NA	10090	223527
10612	NA	10116	685258
10613	NA	7955	562022
10613	NA	9544	707969
10613	NA	9606	56944
10613	NA	10090	99543
10613	NA	10116	310743
10615	NA	7955	406416
10615	NA	9544	703786
10615	NA	9606	57002
10615	NA	10090	67008
10620	NA	9544	709969
10620	NA	9606	56951
10620	NA	10090	213673
10620	NA	10116	303122
10621	NA	7955	30765
10621	NA	7955	100334391
10621	NA	9544	712819
10621	NA	9606	56952
10621	NA	10116	291355
10622	NA	9606	56953
10622	NA	10090	103850
10622	NA	10116	287368
10623	NA	9544	701943
10623	NA	9606	56955
10623	NA	10090	94111
10623	NA	10116	79110
10624	NA	7955	777637
10624	NA	9544	705774
10624	NA	9606	56957
10624	NA	10090	229603
10624	NA	10116	310677
10625	NA	9544	714045
10625	NA	9606	54716
10625	NA	10090	102680
10625	NA	10116	113918
10626	NA	7955	414272
10626	NA	9544	712949
10626	NA	9606	56963
10626	NA	10090	244058
10626	NA	10116	308739
10627	NA	7955	100002364
10627	NA	9544	697993
10627	NA	9606	56965
10627	NA	10090	67287
10627	NA	10116	300759
10628	NA	7955	437014
10628	NA	9544	706696
10628	NA	9606	6051
10628	NA	10090	215615
10628	NA	10116	81761
10632	NA	7955	393393
10632	NA	9544	717991
10632	NA	9606	56985
10632	NA	10090	66358
10632	NA	10116	287406
10633	NA	6239	13186571
10633	NA	7227	43472
10633	NA	7955	449778
10633	NA	9544	715084
10633	NA	9606	56986
10633	NA	10090	69185
10633	NA	10116	296119
10634	NA	7955	100005540
10634	NA	9606	56987
10634	NA	10090	70508
10634	NA	10116	303970
10638	NA	7227	38459
10638	NA	9544	701286
10638	NA	9606	56993
10638	NA	10090	223696
10638	NA	10116	300075
10641	NA	7955	58117
10641	NA	9544	712257
10641	NA	9606	56998
10641	NA	10090	67087
10641	NA	10116	503000
10642	NA	9606	51282
10642	NA	10090	19018
10642	NA	10116	362252
10644	NA	9544	712145
10644	NA	9606	57514
10644	NA	10090	12549
10644	NA	10116	288093
10647	NA	7955	567701
10647	NA	9544	720327
10647	NA	9606	10691
10647	NA	10090	56809
10647	NA	10116	500558
10648	NA	7955	555195
10648	NA	7955	569891
10648	NA	9606	26012
10648	NA	10090	56876
10648	NA	10116	117536
10649	NA	9544	574221
10649	NA	9606	56477
10649	NA	10090	56838
10649	NA	10116	114492
10650	NA	9544	704862
10650	NA	9606	10077
10650	NA	10090	27027
10650	NA	10116	365390
10651	NA	7955	792891
10651	NA	9544	695563
10651	NA	9606	84684
10651	NA	10090	56856
10651	NA	10116	314131
10652	NA	9544	701481
10652	NA	9606	390442
10652	NA	10090	258264
10652	NA	10090	56858
10652	NA	10116	405125
10652	NA	10116	405126
10652	NA	10116	405325
10653	NA	10090	56860
10653	NA	10116	293342
10656	NA	7955	81582
10656	NA	9544	699721
10656	NA	9606	9080
10656	NA	10090	56863
10656	NA	10116	287099
10658	NA	7227	49424
10658	NA	7955	445283
10658	NA	9544	704770
10658	NA	9606	57019
10658	NA	10090	109006
10658	NA	10116	307649
10659	NA	7227	41043
10659	NA	7955	563454
10659	NA	9544	695027
10659	NA	9606	57020
10659	NA	10090	71517
10659	NA	10116	361635
10661	NA	7955	567038
10661	NA	9544	709193
10661	NA	9606	60676
10661	NA	10090	23850
10661	NA	10116	680415
10662	NA	6239	171623
10662	NA	7227	39210
10662	NA	7955	334389
10662	NA	9544	709414
10662	NA	9606	57037
10662	NA	10090	217473
10662	NA	10116	314046
10663	NA	7955	474331
10663	NA	9606	57171
10663	NA	10090	57170
10663	NA	10116	296624
10664	NA	7955	323738
10664	NA	9544	717689
10664	NA	9606	56172
10664	NA	10090	11732
10664	NA	10116	114506
10665	NA	7955	797331
10665	NA	7955	572215
10665	NA	9544	707974
10665	NA	9606	57468
10665	NA	10090	57138
10665	NA	10116	171373
10666	NA	6239	3564922
10666	NA	7227	31953
10666	NA	7955	559303
10666	NA	9544	705742
10666	NA	9606	57148
10666	NA	10090	228850
10666	NA	10116	362257
10667	NA	7955	561061
10667	NA	9544	702311
10667	NA	9606	57178
10667	NA	10090	328365
10667	NA	10116	361103
10669	NA	7227	45248
10669	NA	9544	711896
10669	NA	9606	25769
10669	NA	10090	76376
10669	NA	10116	84550
10670	NA	6239	172487
10670	NA	7227	35667
10670	NA	7955	100002175
10670	NA	9544	699598
10670	NA	9606	28512
10670	NA	10090	69721
10670	NA	10116	305751
10673	NA	7955	562504
10673	NA	9544	708335
10673	NA	9606	26507
10673	NA	10090	83674
10676	NA	7955	450014
10676	NA	9544	702162
10676	NA	9606	57092
10676	NA	10090	76302
10676	NA	10116	288165
10678	NA	6239	191290
10678	NA	7227	34675
10678	NA	7955	404606
10678	NA	9544	710737
10678	NA	9606	57095
10678	NA	10090	66193
10678	NA	10116	298557
10679	NA	9544	707961
10679	NA	9606	57096
10679	NA	10090	77945
10679	NA	10116	305850
10680	NA	9544	721828
10680	NA	9606	57097
10680	NA	10090	101187
10680	NA	10116	500323
10681	NA	7227	31447
10681	NA	7955	447856
10681	NA	9544	706536
10681	NA	9606	57050
10681	NA	10090	65961
10681	NA	10116	305258
10683	NA	9544	695227
10683	NA	9606	57099
10683	NA	10090	74268
10683	NA	10116	311299
10684	NA	7955	100329905
10684	NA	7955	100329905
10684	NA	9544	713765
10684	NA	9606	51310
10684	NA	10090	59049
10684	NA	10116	305886
10685	NA	6239	179581
10685	NA	7227	43386
10685	NA	7955	777745
10685	NA	9544	710836
10685	NA	9606	57102
10685	NA	10090	28040
10685	NA	10116	297607
10687	NA	6239	175910
10687	NA	9606	57104
10687	NA	10090	66853
10687	NA	10116	100911615
10687	NA	10116	361676
10688	NA	7955	100334963
10688	NA	9544	705450
10688	NA	9606	57105
10688	NA	10090	70086
10688	NA	10116	170926
10689	NA	9544	701621
10689	NA	9606	57106
10689	NA	10090	269854
10689	NA	10116	361500
10695	NA	6239	3565651
10695	NA	7955	326887
10695	NA	9544	717841
10695	NA	9606	57120
10695	NA	10090	94221
10696	NA	9544	713283
10696	NA	9606	57121
10696	NA	10090	381810
10696	NA	10116	500317
10698	NA	7955	100004118
10698	NA	9544	677696
10698	NA	9606	5101
10698	NA	10090	211712
10698	NA	10116	306091
10699	NA	9544	714375
10699	NA	9606	57124
10699	NA	10090	70445
10699	NA	10116	293669
10699	NA	10116	100911932
10699	NA	10116	100911882
10700	NA	9606	57125
10700	NA	10090	72324
10700	NA	10116	303505
10702	NA	6239	172223
10702	NA	7227	37296
10702	NA	7955	553462
10702	NA	9544	700253
10702	NA	9606	57062
10702	NA	10090	27225
10702	NA	10116	373065
10703	NA	9606	56729
10703	NA	10090	57264
10703	NA	10116	246250
10705	NA	9544	697344
10705	NA	9606	57146
10705	NA	10090	233806
10705	NA	10116	378467
10706	NA	7955	323839
10706	NA	9544	701768
10706	NA	9606	57147
10706	NA	10090	240880
10706	NA	10116	360866
10707	NA	7955	436779
10707	NA	9544	696177
10707	NA	9606	57149
10707	NA	10090	73919
10707	NA	10116	365361
10708	NA	7955	554139
10708	NA	9544	700543
10708	NA	9606	57150
10708	NA	10090	66291
10708	NA	10116	297971
10709	NA	9544	716662
10709	NA	9606	57151
10709	NA	10090	69444
10709	NA	10116	287751
10710	NA	9544	704291
10710	NA	9606	57152
10710	NA	10090	57277
10710	NA	10116	300016
10711	NA	7955	324345
10711	NA	9606	57153
10711	NA	10090	68682
10711	NA	10116	363024
10712	NA	7955	321695
10712	NA	9544	718616
10712	NA	9606	57154
10712	NA	10090	75788
10712	NA	10116	690516
10713	NA	7227	35583
10713	NA	9544	693552
10713	NA	9606	57157
10713	NA	10090	68770
10713	NA	10116	296762
10714	NA	7955	553333
10714	NA	9544	694158
10714	NA	9606	57158
10714	NA	10090	59091
10714	NA	10116	296345
10715	NA	9544	695161
10715	NA	9606	57165
10715	NA	10090	118454
10715	NA	10116	497913
10716	NA	7955	572527
10716	NA	9544	700309
10716	NA	9606	57167
10716	NA	10090	99377
10716	NA	10116	686412
10717	NA	7955	569819
10717	NA	9544	712623
10717	NA	9606	57168
10717	NA	10090	72898
10717	NA	10116	364948
10719	NA	7955	100005000
10719	NA	9544	100426408
10719	NA	9606	89796
10719	NA	10090	215690
10719	NA	10116	685707
10720	NA	7955	664766
10720	NA	9544	696270
10720	NA	9606	57179
10720	NA	10090	97820
10720	NA	10116	306766
10721	NA	7955	541542
10721	NA	9544	722132
10721	NA	9606	57184
10721	NA	10090	78323
10721	NA	10116	363070
10722	NA	7955	436907
10722	NA	9544	711963
10722	NA	9606	57185
10722	NA	10090	74552
10722	NA	10116	502990
10723	NA	7955	352914
10723	NA	9544	719707
10723	NA	9606	57190
10723	NA	10090	74777
10723	NA	10116	362624
10724	NA	7955	561970
10724	NA	9544	706017
10724	NA	9606	57211
10724	NA	10090	215798
10724	NA	10116	308376
10725	NA	6239	184659
10725	NA	7227	42158
10725	NA	7955	407615
10725	NA	9606	57213
10725	NA	10090	66674
10725	NA	10116	290303
10726	NA	7955	406390
10726	NA	9544	700354
10726	NA	9606	57215
10726	NA	10090	59016
10726	NA	10116	307806
10728	NA	7227	5740848
10728	NA	7955	569076
10728	NA	9544	701575
10728	NA	9606	57226
10728	NA	10090	108755
10728	NA	10116	690354
10730	NA	7955	30157
10730	NA	9544	707916
10730	NA	9606	64843
10730	NA	10090	104360
10730	NA	10116	57233
10731	NA	9544	699603
10731	NA	9606	92822
10731	NA	10090	57247
10731	NA	10116	307924
10733	NA	6239	177039
10733	NA	7955	324342
10733	NA	9544	703548
10733	NA	9606	64328
10733	NA	10090	57258
10733	NA	10116	290280
10735	NA	9544	705809
10735	NA	9606	84666
10735	NA	10090	57263
10735	NA	10116	498074
10736	NA	10090	57269
10736	NA	10116	290056
10737	NA	10090	57270
10737	NA	10116	290055
10740	NA	9544	717036
10740	NA	9606	57326
10740	NA	10090	229534
10740	NA	10116	310644
10741	NA	9544	717994
10741	NA	9606	5008
10741	NA	10090	18413
10741	NA	10116	289747
10743	NA	9544	619181
10743	NA	9606	57142
10743	NA	10090	68585
10743	NA	10116	83765
10744	NA	7955	795916
10744	NA	9544	703775
10744	NA	9606	57192
10744	NA	10090	94178
10744	NA	10116	288371
10745	NA	7955	562636
10745	NA	9544	697187
10745	NA	9606	57325
10745	NA	10090	228714
10745	NA	10116	362224
10746	NA	9544	702822
10746	NA	9606	269
10746	NA	10090	110542
10746	NA	10116	29530
10748	NA	7955	570478
10748	NA	9544	708602
10748	NA	9606	129607
10748	NA	10090	22169
10748	NA	10116	314004
10753	NA	7955	100136862
10753	NA	9544	703010
10753	NA	9606	64844
10753	NA	10090	57438
10753	NA	10116	311059
10754	NA	7955	664699
10754	NA	9544	714122
10754	NA	9606	57412
10754	NA	10090	57344
10754	NA	10116	140925
10755	NA	7955	492647
10755	NA	9606	51129
10755	NA	10090	57875
10755	NA	10116	362850
10756	NA	7227	34065
10756	NA	7955	393157
10756	NA	9606	64224
10756	NA	10090	80517
10756	NA	10116	300463
10757	NA	7955	541482
10757	NA	9544	704195
10757	NA	9606	92703
10757	NA	10090	57439
10757	NA	10116	289034
10758	NA	9544	712106
10758	NA	9606	168544
10758	NA	10090	68910
10758	NA	10116	500110
10759	NA	9544	698828
10759	NA	9606	84524
10759	NA	10090	57432
10759	NA	10116	311414
10761	NA	7955	556485
10761	NA	7955	100147894
10761	NA	9544	697014
10761	NA	9606	56704
10761	NA	10090	57339
10761	NA	10116	297748
10762	NA	7955	569861
10762	NA	9544	704611
10762	NA	9606	57338
10762	NA	10090	57340
10762	NA	10116	307916
10764	NA	9544	704753
10764	NA	9606	56675
10764	NA	10090	78593
10764	NA	10116	361625
10765	NA	9544	705188
10765	NA	9606	56672
10765	NA	10090	57373
10765	NA	10116	361624
10766	NA	9544	722516
10766	NA	9606	54097
10766	NA	10090	52793
10766	NA	10116	304050
10767	NA	7955	402976
10767	NA	9544	712928
10767	NA	9606	57393
10767	NA	10090	57394
10767	NA	10116	57395
10768	NA	7955	562861
10768	NA	7955	796404
10768	NA	9544	703518
10768	NA	9606	57449
10768	NA	10090	269608
10768	NA	10116	310999
10770	NA	9544	702727
10770	NA	9606	27006
10770	NA	10090	67112
10770	NA	10116	170579
10771	NA	7955	494456
10771	NA	9544	710643
10771	NA	9606	8074
10771	NA	10090	64654
10771	NA	10116	170583
10772	NA	7955	406351
10772	NA	9544	715077
10772	NA	9606	54101
10772	NA	10090	72388
10772	NA	10116	304053
10773	NA	10116	310324
10773	NA	7227	39685
10773	NA	7955	327232
10773	NA	9544	708357
10773	NA	9606	54165
10773	NA	10090	114893
10774	NA	7227	32160
10774	NA	7955	84037
10774	NA	9544	705804
10774	NA	9606	57045
10774	NA	10090	65960
10774	NA	10116	363294
10775	NA	7955	415248
10775	NA	9606	57333
10775	NA	10090	52377
10775	NA	10116	494125
10778	NA	9544	701453
10778	NA	9606	57337
10778	NA	10090	66315
10778	NA	10116	288167
10779	NA	7955	100537642
10779	NA	9606	57348
10779	NA	10090	57776
10779	NA	10116	292597
10781	NA	9606	57402
10781	NA	10090	66166
10782	NA	7955	100001531
10782	NA	9544	699283
10782	NA	9606	57403
10782	NA	10090	19334
10782	NA	10116	366265
10787	NA	7955	100148013
10787	NA	9544	699965
10787	NA	9606	57415
10787	NA	10090	218734
10787	NA	10090	102632117
10787	NA	10116	289928
10791	NA	7227	7354428
10791	NA	7955	327040
10791	NA	9544	714979
10791	NA	9606	57456
10791	NA	10090	66202
10791	NA	10116	301079
10792	NA	7955	556763
10792	NA	9606	57458
10792	NA	10090	319880
10792	NA	10116	314751
10795	NA	6239	171890
10795	NA	7955	553404
10795	NA	9606	57470
10795	NA	10090	72946
10795	NA	10116	362672
10799	NA	7955	566813
10799	NA	9544	714759
10799	NA	9606	49854
10799	NA	10090	114565
10801	NA	7227	32745
10801	NA	7955	553563
10801	NA	9544	712351
10801	NA	9606	57508
10801	NA	10090	70422
10801	NA	10116	360589
10802	NA	7227	35953
10802	NA	9544	697092
10802	NA	9606	57511
10802	NA	10090	67542
10802	NA	10116	310411
10804	NA	6239	172068
10804	NA	7227	46243
10804	NA	7955	407625
10804	NA	9544	702449
10804	NA	9606	23352
10804	NA	10090	69116
10804	NA	10116	313658
10807	NA	7955	572430
10807	NA	9606	57531
10807	NA	10090	209462
10807	NA	10116	361866
10808	NA	7955	492366
10808	NA	9544	711330
10808	NA	9606	57532
10808	NA	10090	68564
10808	NA	10116	681371
10809	NA	7955	557744
10809	NA	9544	722719
10809	NA	9606	57533
10809	NA	10090	100855
10809	NA	10116	360956
10810	NA	7227	39750
10810	NA	7955	352910
10810	NA	9544	699340
10810	NA	9606	57534
10810	NA	10090	225164
10810	NA	10116	307594
10813	NA	9606	57538
10813	NA	10090	116904
10813	NA	10116	365298
10814	NA	6239	183817
10814	NA	7227	38219
10814	NA	7955	565515
10814	NA	9544	716638
10814	NA	9606	57539
10814	NA	10090	74682
10814	NA	10116	503018
10815	NA	7955	553348
10815	NA	7955	557459
10815	NA	9544	719535
10815	NA	9606	57549
10815	NA	10090	93842
10815	NA	10116	304982
10817	NA	7955	566023
10817	NA	9544	702347
10817	NA	9606	57554
10817	NA	10090	242274
10817	NA	10116	117284
10819	NA	6239	3565011
10819	NA	7955	572347
10819	NA	9544	700864
10819	NA	9606	57563
10819	NA	10090	246293
10819	NA	10116	289457
10820	NA	7227	30973
10820	NA	7955	555470
10820	NA	7955	100007749
10820	NA	9544	709677
10820	NA	9606	10243
10820	NA	10090	268566
10820	NA	10116	64845
10821	NA	7955	570984
10821	NA	9544	714351
10821	NA	9606	57580
10821	NA	10090	277360
10821	NA	10116	311647
10822	NA	7955	326745
10822	NA	9544	706428
10822	NA	9606	57584
10822	NA	10090	71435
10822	NA	10116	307178
10823	NA	7955	550345
10823	NA	9544	714564
10823	NA	9606	57586
10823	NA	10090	80976
10823	NA	10116	80977
10825	NA	7955	474326
10825	NA	9606	57590
10825	NA	10090	69368
10827	NA	7955	100006039
10827	NA	7955	562791
10827	NA	9544	716590
10827	NA	9606	57592
10827	NA	10090	78266
10827	NA	10116	100363361
10828	NA	9544	713087
10828	NA	9606	57594
10828	NA	10090	239099
10828	NA	10116	260325
10829	NA	7955	563117
10829	NA	9544	717758
10829	NA	9606	57596
10829	NA	10090	380785
10829	NA	10116	79146
10830	NA	6239	175600
10830	NA	7227	36199
10830	NA	7955	334682
10830	NA	9544	695026
10830	NA	9606	57599
10830	NA	10090	67561
10830	NA	10116	363164
10833	NA	7955	541396
10833	NA	9544	701357
10833	NA	9606	57611
10833	NA	10090	320563
10833	NA	10116	100910729
10834	NA	7955	393817
10834	NA	9544	699478
10834	NA	9606	57614
10834	NA	10090	227446
10834	NA	10116	309053
10835	NA	7955	565811
10835	NA	9544	714189
10835	NA	9606	57616
10835	NA	10090	243931
10835	NA	10116	308523
10837	NA	7955	406724
10837	NA	9544	704782
10837	NA	9606	57621
10837	NA	10090	381990
10837	NA	10116	308126
10840	NA	7955	567050
10840	NA	9544	696672
10840	NA	9606	57646
10840	NA	10090	235323
10840	NA	10116	315639
10841	NA	7955	325296
10841	NA	9544	710851
10841	NA	9606	57649
10841	NA	10090	268448
10841	NA	10116	303274
10842	NA	7955	560948
10842	NA	9544	705690
10842	NA	9606	57650
10842	NA	10090	224171
10842	NA	10116	360711
10843	NA	7955	555994
10843	NA	9606	57655
10843	NA	10090	52857
10843	NA	10116	361550
10845	NA	7955	334971
10845	NA	7955	386968
10845	NA	9544	703855
10845	NA	9606	57658
10845	NA	10090	67488
10845	NA	10116	246047
10845	NA	10116	100912282
10846	NA	9544	721849
10846	NA	9606	57659
10846	NA	10090	75580
10846	NA	10116	287441
10848	NA	9606	57664
10848	NA	10090	69217
10848	NA	10116	308584
10853	NA	7955	100142649
10853	NA	9544	698776
10853	NA	9606	57684
10853	NA	10090	320633
10853	NA	10116	311910
10854	NA	7227	37298
10854	NA	7955	794807
10854	NA	9544	701608
10854	NA	9606	57685
10854	NA	10090	320508
10854	NA	10116	298267
10855	NA	7955	100136841
10855	NA	9544	715535
10855	NA	9606	57687
10855	NA	10090	270097
10855	NA	10116	361414
10856	NA	9606	57692
10856	NA	10090	107528
10856	NA	10116	317232
10858	NA	7955	768201
10858	NA	9606	57695
10858	NA	10090	319651
10858	NA	10116	100361658
10859	NA	6239	173305
10859	NA	6239	187703
10859	NA	7227	34835
10859	NA	7955	559240
10859	NA	9544	696062
10859	NA	9606	57704
10859	NA	10090	230101
10859	NA	10116	298399
10865	NA	7227	34138
10865	NA	7955	404603
10865	NA	9544	704667
10865	NA	9606	57721
10865	NA	10090	210529
10865	NA	10116	295428
10869	NA	7955	57952
10869	NA	9544	705028
10869	NA	9606	605
10869	NA	10090	77045
10869	NA	10116	690085
10870	NA	9544	710739
10870	NA	9606	2251
10870	NA	10090	14177
10870	NA	10116	170700
10873	NA	7955	569281
10873	NA	9544	705724
10873	NA	9606	11178
10873	NA	10090	211134
10873	NA	10116	266711
10874	NA	7955	777735
10874	NA	9544	705813
10874	NA	9606	2257
10874	NA	10090	14167
10874	NA	10116	170630
10875	NA	6239	180011
10875	NA	7955	100003903
10875	NA	9544	697215
10875	NA	9606	5911
10875	NA	10090	76108
10877	NA	7227	42877
10877	NA	7955	100536767
10877	NA	9544	703746
10877	NA	9606	57169
10877	NA	10090	98999
10877	NA	10116	296384
10883	NA	7955	795797
10883	NA	7955	100334237
10883	NA	7955	555597
10883	NA	7955	100537553
10883	NA	7955	100537504
10883	NA	7955	101882480
10883	NA	7955	100535828
10883	NA	7955	100329579
10883	NA	7955	101884769
10883	NA	9544	699934
10883	NA	9606	420
10883	NA	10090	109978
10883	NA	10116	312806
10884	NA	9544	706067
10884	NA	6239	179850
10884	NA	7227	32740
10884	NA	7955	393720
10884	NA	9544	706067
10884	NA	9606	4729
10884	NA	10090	72900
10884	NA	10116	81728
10885	NA	9544	722400
10885	NA	9606	4731
10885	NA	10090	78330
10885	NA	10116	64539
10889	NA	9544	712592
10889	NA	9606	7554
10889	NA	10090	243833
10889	NA	10116	102553002
10895	NA	7955	100331987
10895	NA	9606	23544
10895	NA	10090	56747
10895	NA	10116	304554
10898	NA	7227	32865
10898	NA	7955	336381
10898	NA	9544	715376
10898	NA	9606	23406
10898	NA	10090	72042
10898	NA	10116	361422
10899	NA	6239	185624
10899	NA	6239	180126
10899	NA	7227	43332
10899	NA	7955	553204
10899	NA	9544	706186
10899	NA	9606	54677
10899	NA	10090	74114
10899	NA	10116	83842
10901	NA	7955	792311
10901	NA	9544	718375
10901	NA	9606	56255
10901	NA	10090	52837
10901	NA	10116	296182
10902	NA	7955	405805
10902	NA	9544	714636
10902	NA	9606	57761
10902	NA	10090	228775
10902	NA	10116	246273
10904	NA	6239	175948
10904	NA	7227	38519
10904	NA	7955	564613
10904	NA	9544	716051
10904	NA	9606	7920
10904	NA	10090	193742
10904	NA	10116	361796
10905	NA	7955	569746
10905	NA	9544	709377
10905	NA	9606	57795
10905	NA	10090	240843
10905	NA	10116	286895
10907	NA	7227	32195
10907	NA	7955	678600
10907	NA	9606	57799
10907	NA	10090	224624
10907	NA	10116	359728
10909	NA	9544	712632
10909	NA	9606	57804
10909	NA	10090	69745
10909	NA	10116	361698
10910	NA	9544	716288
10910	NA	9606	57805
10910	NA	10090	219158
10910	NA	10116	306007
10911	NA	10090	84506
10911	NA	10090	66438
10912	NA	7955	566663
10912	NA	9544	700803
10912	NA	9606	57821
10912	NA	10090	74895
10912	NA	10116	360867
10915	NA	9544	714958
10915	NA	9606	57828
10915	NA	10090	320225
10915	NA	10090	76718
10915	NA	10116	292767
10918	NA	7955	402951
10918	NA	9544	698124
10918	NA	9606	57862
10918	NA	10090	52708
10918	NA	10116	314310
10919	NA	7955	692273
10919	NA	9544	719985
10919	NA	9606	57863
10919	NA	10090	94332
10919	NA	10116	360882
10920	NA	9606	58189
10920	NA	10090	67866
10920	NA	10116	171112
10921	NA	6239	178374
10921	NA	6239	189421
10921	NA	7227	38514
10921	NA	7955	550580
10921	NA	9544	713699
10921	NA	9606	58472
10921	NA	10090	59010
10921	NA	10116	691966
10922	NA	9544	697200
10922	NA	9606	58475
10922	NA	10090	109225
10922	NA	10116	293744
10924	NA	9544	706378
10924	NA	9606	58484
10924	NA	10090	268973
10924	NA	10116	298784
10926	NA	9544	702942
10926	NA	9606	58487
10926	NA	10090	233490
10926	NA	10116	293112
10928	NA	7955	393188
10928	NA	9606	58493
10928	NA	10090	66209
10928	NA	10116	298032
10929	NA	9606	58494
10929	NA	10090	67374
10929	NA	10116	619374
10930	NA	7955	100534921
10930	NA	9544	699284
10930	NA	9606	58495
10930	NA	10090	107586
10930	NA	10116	296201
10933	NA	7227	33554
10933	NA	7955	393239
10933	NA	9544	715641
10933	NA	9606	58505
10933	NA	10090	66357
10933	NA	10116	362040
10934	NA	7955	561440
10934	NA	9544	712628
10934	NA	9606	59277
10934	NA	10090	57764
10934	NA	10116	299737
10935	NA	7955	450035
10935	NA	9544	697323
10935	NA	9606	58524
10935	NA	10090	240590
10935	NA	10116	293976
10936	NA	7955	393805
10936	NA	9544	698138
10936	NA	9606	58526
10936	NA	10090	68041
10936	NA	10116	404280
10938	NA	9544	715304
10938	NA	9606	259215
10938	NA	10090	433099
10938	NA	10116	309609
10940	NA	7955	101883816
10940	NA	9606	56658
10940	NA	10090	79263
10940	NA	10116	309591
10941	NA	7227	50169
10941	NA	7955	792532
10941	NA	9544	700721
10941	NA	9606	56683
10941	NA	10090	68001
10941	NA	10116	288269
10942	NA	7955	100000711
10942	NA	9544	641331
10942	NA	9606	58157
10942	NA	10090	64242
10942	NA	10116	85382
10943	NA	9606	58985
10943	NA	10090	230828
10943	NA	10116	362629
10944	NA	9544	722297
10944	NA	9606	58986
10944	NA	10090	60455
10944	NA	10116	303004
10945	NA	7955	100005732
10945	NA	9544	696313
10945	NA	9606	53349
10945	NA	10090	217695
10945	NA	10116	299188
10948	NA	7955	100536906
10948	NA	7955	562079
10948	NA	9544	710932
10948	NA	9606	124925
10948	NA	10090	20370
10948	NA	10116	192247
10949	NA	9544	711266
10949	NA	9606	2121
10949	NA	10090	59056
10949	NA	10116	289712
10951	NA	10090	13168
10951	NA	10116	59116
10955	NA	7955	406556
10955	NA	9544	709502
10955	NA	9606	133746
10955	NA	10090	57748
10957	NA	9544	708734
10957	NA	9606	131450
10957	NA	10090	57781
10957	NA	10116	64357
10959	NA	9544	723519
10959	NA	7955	794240
10959	NA	9606	23704
10959	NA	10090	57814
10959	NA	10116	367302
10962	NA	9544	698841
10962	NA	9606	284110
10962	NA	10090	57911
10962	NA	10116	360619
10966	NA	7955	562420
10966	NA	9544	695315
10966	NA	9606	83698
10966	NA	10090	140904
10966	NA	10116	363909
10967	NA	7955	100332340
10967	NA	9544	693969
10967	NA	9606	114815
10967	NA	10090	58178
10967	NA	10116	309533
10968	NA	7955	798080
10968	NA	9544	699574
10968	NA	9606	10887
10968	NA	10090	58182
10968	NA	10116	192648
10969	NA	7955	570456
10969	NA	9544	708720
10969	NA	9606	91543
10969	NA	10090	58185
10969	NA	10116	65190
10970	NA	7955	793103
10970	NA	9544	721431
10970	NA	9606	342865
10970	NA	10090	58188
10970	NA	10116	361560
10971	NA	7955	793623
10971	NA	9544	694764
10971	NA	9606	30011
10971	NA	10090	58194
10971	NA	10116	84357
10972	NA	9544	696090
10972	NA	9606	81030
10972	NA	10090	58203
10972	NA	10116	171091
10973	NA	9544	716003
10973	NA	9606	80380
10973	NA	10090	58205
10973	NA	10116	309304
10974	NA	7955	100330974
10974	NA	9544	705238
10974	NA	9606	64919
10974	NA	10090	58208
10974	NA	10116	314423
10975	NA	6239	259424
10975	NA	7227	42105
10975	NA	7955	100037384
10975	NA	9544	700798
10975	NA	9606	118424
10975	NA	10090	140499
10975	NA	10116	298689
10978	NA	7955	100002876
10978	NA	9544	697551
10978	NA	9606	128414
10978	NA	10090	58237
10980	NA	7955	553223
10980	NA	9544	702364
10980	NA	9606	64342
10980	NA	10090	58240
10980	NA	10116	313950
10983	NA	7955	563772
10983	NA	9544	699826
10983	NA	9606	57159
10983	NA	10090	58522
10983	NA	10116	362708
10984	NA	9606	148170
10984	NA	10090	58804
10984	NA	10116	361505
10986	NA	7955	768120
10986	NA	9544	716703
10986	NA	9606	140545
10986	NA	10090	56874
10987	NA	6239	178924
10987	NA	7227	40268
10987	NA	7955	406528
10987	NA	9544	697254
10987	NA	10090	58865
10987	NA	10116	290315
10988	NA	7955	556523
10988	NA	9544	694082
10988	NA	9606	57630
10988	NA	10090	59009
10988	NA	10116	306417
10990	NA	7227	41219
10990	NA	7955	445251
10990	NA	9544	715977
10990	NA	9606	10498
10990	NA	10090	59035
10990	NA	10116	363026
10991	NA	7955	415139
10991	NA	7955	436857
10991	NA	9544	701178
10991	NA	9606	1412
10991	NA	10090	12958
10991	NA	10116	286925
10992	NA	9606	63941
10992	NA	10090	56846
10992	NA	10116	311562
10993	NA	7955	324052
10993	NA	9544	696662
10993	NA	9606	29071
10993	NA	10090	59048
10993	NA	10116	302499
10994	NA	7955	393930
10994	NA	9544	701485
